combination,speed,cm_total: mean,cm_total: std,rep_total: mean,rep_total: std,total num matches,num possible correct matches,total correct matches,Matching distance mAP,Matching average_response mAP,Matching distinctiveness mAP,Verification distance mAP,Verification average_response mAP,Verification distinctiveness mAP,Retrieval distance mAP,Retrieval average_response mAP,Retrieval distinctiveness mAP
FAST+ORB,55.761322468051944,116.65565217391304,128.9874804786373,0.23331130434782604,0.2579749609572747,238664,67077,5066,0.056784148050226635,0.03717701341491551,0.06865315421742131,0.03289165042955169,0.0019061248554935932,0.04557135192130918,0.16063301614346612,0.08104893533935516,0.24827998273832538
FAST+SIFT,9.572894012631844,117.12695652173913,129.41375326531372,0.23425391304347826,0.25882750653062747,223471,67348,56841,0.4285918214845019,0.2996994274197241,0.4404390771987194,0.38870131312842515,0.025124311364485594,0.38846105712508383,0.5420190889895703,0.4892661669861101,0.5497445618339843
GFTT+ORB,24.757626514198748,92.34086956521739,121.0789263936345,0.18468173913043479,0.24215785278726898,235980,53096,4884,0.03890689892692108,0.13854808140678235,0.04226511201386916,0.03137611311181423,0.03459460593566961,0.03731386305727668,0.21134129977113877,0.17666615958223356,0.2857670223081921
GFTT+SIFT,21.558156503057738,92.52,121.04680747545555,0.18504,0.24209361495091108,234705,53199,44469,0.36812849963517275,0.24031891027380423,0.38438858800284476,0.32325450284690427,0.02409522861412856,0.3308450476186686,0.5003797654414398,0.4522659311691451,0.5013169515945595
ORB+ORB,77.85160002375947,158.56695652173914,137.31318168570084,0.31769429526994747,0.27538026763752926,243384,91176,41741,0.3898223338445888,0.19498447651511558,0.3970108265514582,0.2447776076420273,0.01117847857637548,0.2559973989300049,0.4918494082606531,0.2719575468338762,0.5235883977067606
ORB+SIFT,22.623596519364128,158.56695652173914,137.31318168570084,0.31769429526994747,0.27538026763752926,216334,91176,52659,0.41072875878389487,0.2536834511841533,0.4198411903464703,0.31290353626821715,0.013090405685386185,0.29000443452365715,0.5702297286556134,0.393642335683519,0.6011354771749469
SIFT+SIFT,4.005060650689095,71.51826086956521,98.52722032413942,0.14494141543673378,0.1987781950198132,232059,41123,31070,0.32783245556685986,0.16783159402415634,0.3676140736689535,0.252373065544977,0.014565608521948372,0.2994851737123191,0.5152888544661766,0.40317067623196867,0.52393703604111
