combination,speed,repeatability mean,repeatability std,total num keypoints,total num matches,num dropped keypoints,num dropped matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,correct matches per sequence: avg,size mean,size std,size normalized std,size min,size max,size correct: avg,size correct/all ratio,distance correct/all ratio,response correct/all ratio,distinctiveness correct/all ratio,match rank: avg,match rank correct: avg,ratio rank >50 / all,ratio rank >50 correct / rank >50,Matching distance mAP illumination,Matching distance mAP viewpoint,Matching average_response mAP illumination,Matching average_response mAP viewpoint,Matching distinctiveness mAP illumination,Matching distinctiveness mAP viewpoint,distance-distinctiveness correlation,distance-average response correlation
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT,0,0.5117218419200805,0.20204444026374382,336456,260034,8544,27466,143871,87028,0.3346793111670012,0.6049030033849768,756.7652173913043,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.6291867526724042,1.0438761907249354,1.019434343773385,6.857587853896029,0.3028795330238544,0.039267941884522796,0.0005515466286712322,0.8277077878027141,0.6864903755400529,0.5199720379938888,0.3538952754495534,0.8489028792825319,0.7013694456198019,0.8431509184874021,0.1027010797796533
