combination,speed,repeatability mean,repeatability std,total num matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,size mean,size std,size normalized std,size min,size max,size correct: avg,size correct/all ratio,total num keypoints,correct matches per sequence: avg,distance correct/all ratio,response correct/all ratio,distinctiveness correct/all ratio,match rank: avg,match rank correct: avg,ratio rank >25 / all,ratio rank >25 correct / rank >25,Matching distance mAP,Matching average_response mAP,Matching distinctiveness mAP,Verification distance AP,Verification average_response AP,Verification distinctiveness AP,Retrieval distance mAP,Retrieval average_response mAP,Retrieval distinctiveness mAP,distance-distinctiveness correlation,distance-average response correlation
BRISK+BRISK 3,0,0.5561264430276011,0.20844293749879086,134192,77966,42921,0.31984768093478,0.550509196316343,55.36292384666326,25.11431514483658,0.453630578009117,25.19999885559082,216.0,56.555610690667145,1.0215430609717657,168942,373.2260869565217,0.6632260955771172,1.0112958049489413,2.018720694212342,3.8201308572791226,0.6242165839565714,0.03738672946226303,0.003308403811653969,0.8193245026841058,0.41139116789178837,0.786642706165127,0.7047907641048119,0.10702239200178831,0.6163310090410296,0.8615379516087089,0.5180710611128605,0.8839238572125399,0.712397046077577,0.07437721558688432
GFTT+BRISK 3,0,0.5589217391304347,0.21479219270995245,137793,80345,37124,0.26941862068465017,0.4620573775592756,9.0,0.0,0.0,9.0,9.0,9.0,1.0,172500,322.81739130434784,0.6336902124091772,1.0134283796314525,2.121259490976787,3.6853033172947827,0.4928886973386489,0.03733861662058305,0.0035556513306755737,0.7305253938491862,0.3609886831864241,0.7427290715041971,0.6444404647227555,0.07079045792074712,0.6557809985443187,0.8037103170140776,0.3825478740458369,0.8257015640519189,0.781290058413214,0.03343110364674716
GFTT+SIFT 3,0,0.5594365217391304,0.2174568320301695,127126,80419,60671,0.47725091641363687,0.7544361407130156,9.0,0.0,0.0,9.0,9.0,9.0,1.0,172500,527.5739130434782,0.6452771173712318,1.056283092323115,1.7348555819329698,5.5627487689379045,0.6840170757033838,0.0763258499441499,0.005406207248932768,0.8751617377374611,0.5589600664068859,0.859706241505197,0.8220951299893579,0.14185117531793512,0.640074721530599,0.921241242329654,0.7147926381266063,0.9346533661697387,0.5495449014145949,0.06482913443085143
ORB+BRISK 3,0,0.5117478463060893,0.23464501978071223,82856,47985,30624,0.3696050980013517,0.6381994373241638,127.30124844820605,39.800518191999046,0.3126482943189071,93.0,333.23590087890625,127.16911956982429,0.9989620771202765,115328,266.295652173913,0.6493848349701147,1.000253488567902,1.8777161055270346,4.948814811238775,1.2905237722048066,0.053599015158829776,0.007183908045977011,0.8510908805937673,0.42747859777854286,0.7476169767533589,0.8012770399151055,0.10337408013049458,0.3917680416904045,0.9134330629242263,0.6446049402689272,0.907091274919759,0.6339030396741202,0.055457683177011684
ORB+SIFT 3,0,0.5015165217391304,0.22389024326973242,126435,72093,42262,0.33425871000909557,0.5862150278112993,134.41471520687622,52.07730935409568,0.38743756049286765,93.0,333.23590087890625,136.12362638403738,1.0127137209235684,172500,367.495652173913,0.6481161685225753,1.0261395588924604,1.8207504638306076,6.0317000830466245,1.2102598078652218,0.07896547633171194,0.00899152903317401,0.721444823831586,0.38149270343996383,0.6199551497055829,0.6762151484805041,0.09103667080653882,0.35923593103280804,0.8545604366519205,0.5813412927797369,0.8242547996393796,0.5080627868720166,0.10555898025470141
SIFT+BRISK 3,0,0.526967453416149,0.1935243570455287,134390,75734,35972,0.26766872535158864,0.47497821321995404,14.96813402804105,16.74809451212518,1.118916658599501,5.39491605758667,592.9324154853821,16.02962381859901,1.0709166412172275,172163,312.8,0.5740500323966085,1.000258215460694,2.1782159443450846,4.36371753850733,0.48618369843211384,0.04693057519160652,0.0036417213388190814,0.8027468326704889,0.3586283357424672,0.7295327298416995,0.7542332992186116,0.07595603061646741,0.4894986692644352,0.8815158000924013,0.5047412941250053,0.8728927692329816,0.5862453053482364,0.0005156747941862645
SIFT+SIFT 3,0,0.5247443478260869,0.19335515157855498,132741,75432,46510,0.35038157012528154,0.6165818220383922,17.65449602190033,24.803223962854613,1.404923931676459,5.403221845626831,1038.8096923828125,18.60553113626834,1.0538692870749897,172322,404.4347826086956,0.5969428230943442,1.0084525508311375,1.9648509710562556,4.901522513767412,0.3782197376908192,0.059423991080374564,0.0026875940657923028,0.8661165041806174,0.43872983298109763,0.8820356884594257,0.7584418579652689,0.09481318563136017,0.7730545646954674,0.9230763375006991,0.5027035250809787,0.9332453045494137,0.7402995982444593,0.04320570732786863
BRISK+BRISK 6,0,0.5580893169493073,0.21493993126304,126902,75421,43265,0.34093237301224566,0.573646597101603,99.2319398888031,47.174375406379134,0.47539507399776315,50.39999771118164,432.0,97.85189561357832,0.9860927411398868,164234,376.2173913043478,0.6695728127095836,0.9953057540531233,1.95645827805893,4.349710800460198,0.9212296313417312,0.04523175363666451,0.004784467814630764,0.8332525381800686,0.4193768656049207,0.7645411158569198,0.7384183504498008,0.11200672595277324,0.5440285294591565,0.8842348261724816,0.5922427389207515,0.8905576507919076,0.6537219282863018,0.04038599676778263
GFTT+BRISK 6,0,0.5604382608695654,0.21329801792128622,137912,80563,40239,0.2917730146760253,0.4994724625448407,18.0,0.0,0.0,18.0,18.0,18.0,1.0,172475,349.90434782608696,0.6254020075456799,1.0139432147808893,2.1175633222292203,3.734823655664482,0.47031486865975797,0.037770462323800685,0.003156142051243818,0.7738176089211437,0.37852645963709863,0.7807894352213096,0.6949113020012218,0.08113806666871733,0.672637571043578,0.8189271472126977,0.44190374977144015,0.8456964414802263,0.7654485251663106,0.04725130982054057
GFTT+SIFT 6,0,0.5594365217391304,0.2174568320301695,122083,80419,65619,0.537494982921455,0.8159638891306781,18.0,0.0,0.0,18.0,18.0,18.0,1.0,172500,570.6,0.6751249384436641,1.0516381191447117,1.6371747393744642,6.261780919538347,0.9945595025830933,0.09070878009223234,0.006217711333607644,0.8972145923130491,0.5994726432107249,0.8628114380150175,0.8341490045809878,0.15440462421323942,0.5464117902332036,0.9489024409679092,0.8312806466665301,0.9448474798885401,0.49032863887028544,0.07078117911097519
