combination,rep_total: mean,total features,total num matches,num possible correct matches,total correct matches,size: mean,size: std,size: min,size: max,size: unique count,Matching distance mAP,Matching average_response mAP,Matching average_ratio mAP,Verification distance mAP,Verification average_response mAP,Verification average_ratio mAP
SIFT1,0.14397413793103447,139200,116000,16701,1629,3.378945601017311,5.368718014237673,1.1224762201309204,265.67657470703125,137080,0.13415630889132538,0.026577833554037252,0.19897849581070856,0.13778612653912772,0.01104601896656755,0.18688838643572037
SIFT2,0.14898980543094104,139003,115706,17230,3376,6.0217926454390724,9.380920167654185,2.2449419498443604,455.21197509765625,134649,0.24660889214962156,0.057656355529304676,0.30994976608132024,0.24090815310229552,0.017161164403649728,0.28180976036794253
SIFT4,0.1634155308903473,135736,112044,18279,7916,11.137246955443674,13.597769138176735,4.489965438842773,431.8794860839844,127566,0.3498018913668231,0.10567722964892173,0.39052162602833634,0.3399370329721018,0.03288253037731858,0.3622746562887991
SIFT7,0.18656045330322207,126431,103117,18337,10786,17.737634234408002,18.592570679559856,7.8574137687683105,569.191162109375,114477,0.4053608812719055,0.1704645332178814,0.4296920527329829,0.39167737403621516,0.05116789726995718,0.4058002954672688
SIFT10,0.1912509050825999,112528,90226,15261,9519,24.018003407284695,22.75006411596777,11.224651336669922,772.8648681640625,99025,0.41184936615535483,0.19106230617034728,0.42799832259156206,0.4025851878252467,0.05838057151693361,0.4091501078785912
SIFT15,0.18162207291300436,86518,67389,10026,6669,33.69823065262407,28.530421862656087,16.837282180786133,742.8334350585938,72937,0.4086718366481963,0.2018807835673476,0.4196945694211745,0.4181065756428424,0.07342522829064442,0.4167437319525325
SIFT25,0.1513211710438692,42363,31792,3851,2983,52.22161995254472,37.74562123506098,28.063142776489258,825.889404296875,34724,0.39435217725850874,0.20789893269767826,0.3970362075590045,0.4284585615586137,0.08964622941288948,0.4266905858023997
SIFT35,0.12442676323091686,22322,16317,1745,1442,70.19327409544488,45.466954609567296,39.289703369140625,895.9797973632812,18415,0.3819102415905337,0.2054374434838598,0.38403499364761684,0.4391277548684073,0.106637574921571,0.4279765479184849
SIFT50,0.1088277785157592,10467,7251,735,663,94.10334732385127,52.84071892529474,56.137245178222656,606.716552734375,8664,0.3381525304661719,0.20194782005528597,0.33260762651798903,0.35699798621704226,0.10544103061751284,0.24977125504456235
