combination,speed [images/second],repeatability: mean [%],repeatability std,total number of matches,number of possible correct matches,total number of correct matches,ratio correct/total matches,ratio correct/possible correct matches, keypoint size: mean [pixels],size std,size normalized std,size min,size max,size unique count,size correct: avg,keypoint size correct/all ratio,total number of keypoints,correct matches per sequence: mean,correct matches per sequence: std,distance correct/all ratio,response correct/all ratio,distinctiveness all: avg,distinctiveness correct: avg,distinctiveness correct/all ratio,match rank: avg,match rank: std,match rank correct: avg,match rank correct: std,ratio rank >25 / all,ratio rank >25 correct / rank >25,Matching distance mAP [%],Matching average response mAP [%],Matching distinctiveness mAP [%],Verification distance AP [%],Verification average response AP [%],Verification distinctiveness AP [%],Retrieval distance mAP [%],Retrieval average response mAP [%],Retrieval distinctiveness mAP [%],distance-to-distinctiveness correlation
AKAZE+AKAZE 0.125,0,0.1235372516411863,0.16096177198011355,255767,33010,25069,0.09801499020592962,0.7594365343835201,1.1538916915014152,0.5912820738855411,0.5124242407155039,0.6000000238418579,8.072606086730957,112,1.2084126662207504,1.0472496466703853,327462,217.9913043478261,247.20551195670564,0.41616544779152775,1.011194392185328,0.40667243407415044,0.9188812473683422,2.2595120061685776,3.2386664425043103,7.345623788168159,0.052933902429295146,0.6597189070496715,0.031735915892198756,0.00019944951932665843,0.350223237257239,0.14747047798117535,0.343790281827325,0.5203834605715687,0.06215875848075581,0.4857108263037072,0.9603638022516465,0.7693070826776204,0.9646480060015525,0.6937571592627652
BRISK+BRISK 0.125,0,0.2339760278257673,0.1820586940504674,264832,65695,43700,0.16501027066215562,0.6651952203364031,2.650140575605452,1.4003902943279167,0.5284211363044329,1.0499999523162842,9.0,247675,2.9266221710173435,1.1043271432304025,338095,380.0,299.67402579991887,0.5273854191200537,1.0005592239322871,0.34555662534608506,0.8314542954953852,2.4061303835881005,3.7249388291445142,7.81982128412173,0.12038901601830664,0.8798225505862443,0.03708388714354761,0.00013729977116704807,0.5940319352893683,0.24479500920187036,0.5811616292063503,0.6504509352467733,0.09034822833431118,0.6289063147870905,0.9717275032002166,0.7803600946717947,0.9655444591523104,0.6562657040546473
ORB+ORB 0.125,0,0.35864,0.20251443365094132,271819,103010,67886,0.24974707433991,0.6590233957868168,6.738893698628359,2.342406581165783,0.3475951225707209,3.875,13.8848295211792,36,7.061699801815655,1.0479019432007066,344299,590.3130434782609,352.16002699408745,0.5754471800915595,0.9739273082898608,0.2060247836965094,0.523903220200757,2.542913579623058,3.661631453283251,7.627112252563949,0.19814100109006275,1.1706838277233889,0.03507848973029847,0.00042718675426450223,0.7616786788779201,0.2867485132008434,0.7806034077682334,0.7207434187735803,0.08662688165792401,0.7445075843281207,0.9423367863202419,0.727829532098538,0.9520435842465004,0.7356790431270538
SIFT+SIFT 0.125,0,0.06767964434515772,0.10804866679500513,257846,19340,17784,0.06897140153424912,0.9195449844881075,0.7093756138722694,0.9672756180903619,1.3635591626984376,0.2247893363237381,54.94988441467285,238935,1.1009580413482034,1.5520099927574371,340725,154.64347826086956,205.40315358081818,0.36276227666253874,0.9971726397768085,0.4893938256997474,0.9779024912827287,1.998191313273108,3.930830805984968,8.399781983923466,0.036605937921727394,0.6442402660332526,0.043235109328824184,0.00016869095816464237,0.29901508972809093,0.10928250453978472,0.29562142557248655,0.4919262140051357,0.04573033192416428,0.4193858285440886,0.9537726435441148,0.8140672457899386,0.9498878445438145,0.5205241639969599
AKAZE+AKAZE 0.25,0,0.2339263426143781,0.2034823042035587,255767,62638,44848,0.1753470932528434,0.7159871004821354,2.3077833830028305,1.1825641477710822,0.5124242407155039,1.2000000476837158,16.145212173461914,112,2.4112880712310587,1.0448502615065849,327462,389.9826086956522,298.84380048588406,0.4773540263214072,1.0078705268810597,0.40667243407415044,0.8960375682249178,2.2033398213106796,3.2386664425043103,7.345623788168159,0.062076346771316446,0.6473342564325795,0.031735915892198756,0.00015608276846236177,0.5695148615584578,0.2457462636627089,0.5677197657597768,0.6418690028644404,0.08245807906949965,0.6435040767957849,0.9769157607220637,0.7837887651557691,0.979468883163602,0.7019409694551587
BRISK+BRISK 0.25,0,0.3334728869726362,0.19297482731609494,264832,93757,61531,0.2323397474625423,0.6562816643023988,5.300281151210904,2.8007805886558335,0.5284211363044329,2.0999999046325684,18.0,247675,5.719303482006718,1.079056623383098,338095,535.0521739130435,325.1406877693104,0.5727758851076599,1.009487410122387,0.34555662534608506,0.8042115778887804,2.327293181206811,3.7249388291445142,7.81982128412173,0.14942061724984154,1.011900607421794,0.03708388714354761,0.0002437795582714404,0.740413618737733,0.3342174194175689,0.7427533697284278,0.7215643263832717,0.10762990534761596,0.7257952613228544,0.970054966640133,0.7775559623894089,0.9641777978431654,0.672423149791933
ORB+ORB 0.25,0,0.4108738079311992,0.2040909889906725,271819,118011,77284,0.2843215522093746,0.6548881036513545,13.477787397256717,4.684813162331566,0.3475951225707209,7.75,27.7696590423584,36,13.979467111889802,1.0372227057636476,344299,672.0347826086957,367.8939339215273,0.6005362354847986,0.9795750503521662,0.2060247836965094,0.4997827091821448,2.4258378056028627,3.661631453283251,7.627112252563949,0.24871901040318825,1.342903235423367,0.03507848973029847,0.000621085865120853,0.8075451146831434,0.3273077116522389,0.8279513621369015,0.7268555519177418,0.0889298097844407,0.7524780899242377,0.9228429705243975,0.6948550053038012,0.9362091365174886,0.7508464493156153
SIFT+SIFT 0.25,0,0.12550369874641723,0.14476480689405888,257846,35823,31976,0.12401200716706871,0.8926108924434023,1.4187512277445389,1.9345512361807238,1.3635591626984376,0.4495786726474762,109.8997688293457,238935,2.0678912577505204,1.4575432375399262,340725,278.0521739130435,265.5367277790813,0.42192698201039563,0.9899191572483782,0.4893938256997474,0.9729706576009318,1.9881138798793678,3.930830805984968,8.399781983923466,0.0389041781336002,0.5852302717121292,0.043235109328824184,0.00012509382036527395,0.4502407835142862,0.17828340373047113,0.4801631042032371,0.563957800315942,0.0671221300793957,0.5761251706145725,0.9806480897159658,0.8220245647222185,0.9769346733891778,0.5459021175400247
AKAZE+AKAZE 0.5,0,0.36097581288622854,0.22129539661303577,255767,97000,66829,0.26128859469751764,0.688958762886598,4.615566766005661,2.3651282955421644,0.5124242407155039,2.4000000953674316,32.29042434692383,112,4.79244427667127,1.0383219482314368,327462,581.1217391304348,328.6672996743611,0.5280629017147445,1.0143808852915364,0.40667243407415044,0.8699998395679529,2.139313527725663,3.2386664425043103,7.345623788168159,0.07932185129210373,0.7044142795737196,0.031735915892198756,0.0001197085097786889,0.7556640066492758,0.3455872435190454,0.7659284175807559,0.7399803830884387,0.0955405875246057,0.7622762360124338,0.9775296576621629,0.8004108259577962,0.9761237511355205,0.7155028622461584
BRISK+BRISK 0.5,0,0.3979217284064112,0.18888960430978305,264832,111895,71031,0.26821154543257614,0.6348004825952902,10.600562302421809,5.601561177311667,0.5284211363044329,4.199999809265137,36.0,247675,11.215946005733702,1.0580519868433114,338095,617.6608695652174,333.6151098380997,0.5978603305427128,1.0138720399232632,0.34555662534608506,0.7833265437491321,2.2668543627679187,3.7249388291445142,7.81982128412173,0.18294829018315947,1.160013795309575,0.03708388714354761,0.000366037363967845,0.8021851607268122,0.3774513727103436,0.8103054537426834,0.7381124683190213,0.11152116375810747,0.7465667280085666,0.9666147058626636,0.7674216675503397,0.9586349404309527,0.6844445555224903
ORB+ORB 0.5,0,0.44935870043000486,0.20692338928397427,271819,129058,80377,0.29570044772440485,0.6227975018983712,26.955574794513435,9.369626324663132,0.3475951225707209,15.5,55.5393180847168,36,27.931654985322663,1.0362106984640482,344299,698.9304347826087,373.3218618725468,0.613581355823315,0.9799156410180877,0.2060247836965094,0.4881773917108503,2.3695080900071406,3.661631453283251,7.627112252563949,0.31202956069522375,1.6714777211259677,0.03507848973029847,0.0011570474140612365,0.8101572153390186,0.33955022739828267,0.8296186155755003,0.7137043277947912,0.08406490430888616,0.7338545035333897,0.8969651464366076,0.6089660104798598,0.9174281525413726,0.7627590378016683
SIFT+SIFT 0.5,0,0.2004722269681783,0.17150491693385747,257846,57164,49104,0.19043925443869597,0.8590021691973969,2.8375024554890778,3.8691024723614476,1.3635591626984376,0.8991573452949524,219.7995376586914,238935,3.7691148304616875,1.3283212577210035,340725,426.9913043478261,309.0300251530986,0.4719620183256013,0.9930345282702089,0.4893938256997474,0.9657646385460973,1.9733895031577546,3.930830805984968,8.399781983923466,0.05042359074617139,0.64677608625026,0.043235109328824184,0.00016291951775822744,0.6111213545968668,0.2579421328054888,0.6629845683892405,0.6462311915601344,0.08489724678417171,0.7095950144660443,0.976351733811265,0.8150902834520889,0.97494793679285,0.5570188546103634
AKAZE+AKAZE 1,0,0.45547757226068925,0.2136864616840323,255767,122923,81490,0.3186102976537239,0.6629353335014603,9.231133532011322,4.730256591084329,0.5124242407155039,4.800000190734863,64.58084869384766,112,9.531110467084538,1.0324962188048705,327462,708.6086956521739,337.7922102649645,0.559968385322861,1.0249302202047628,0.40667243407415044,0.8480299450070949,2.0852899630085813,3.2386664425043103,7.345623788168159,0.10277334642287397,0.837915132834592,0.031735915892198756,0.00017180022088599827,0.8517412904623322,0.4075285476758457,0.8667837372993534,0.7807095079482764,0.09910019772457292,0.8046811972163654,0.9782055202207338,0.7979518530699061,0.9757358420167902,0.7298574834323487
BRISK+BRISK 1,0,0.44452102495670787,0.1894318245974727,264832,124898,74468,0.281189584340261,0.5962305241076719,21.201124604843617,11.203122354623334,0.5284211363044329,8.399999618530273,72.0,247675,22.271243416636153,1.0504746248955141,338095,647.5478260869565,337.18580204980424,0.6081180488812937,1.014303955143119,0.34555662534608506,0.771780316990984,2.233440948261442,3.7249388291445142,7.81982128412173,0.21646881882150723,1.3056052107879144,0.03708388714354761,0.0004968577106945265,0.8168262376779375,0.3901488919492209,0.8240067425825671,0.7362045313276673,0.10773817342165662,0.7394433365593684,0.9547476063908853,0.7245890917712176,0.9486782987385388,0.6925110759941796
ORB+ORB 1,0,0.49094727185857623,0.2100743486626087,271819,140989,82420,0.3032164786126062,0.5845846129839917,53.91114958902687,18.739252649326264,0.3475951225707209,31.0,111.0786361694336,36,55.870860068180754,1.0363507455154095,344299,716.695652173913,372.9204874783583,0.6249478056309296,0.9849271771294373,0.2060247836965094,0.4795463032637675,2.327614642567356,3.661631453283251,7.627112252563949,0.3877335598155787,2.026223970734696,0.03507848973029847,0.0017471487503033245,0.8064825819243842,0.34662971637703455,0.8255082489593152,0.699773161319487,0.079444616674772,0.7174862247029142,0.8500004957236251,0.49734974716258457,0.8887776370837862,0.7708928736191855
SIFT+SIFT 1,0,0.27175587383890226,0.17722924196958437,257846,77518,63097,0.24470808156806775,0.813965788591037,5.6750049109781555,7.738204944722895,1.3635591626984376,1.7983146905899048,439.5990753173828,238935,7.00609696722107,1.2345534633226396,340725,548.6695652173913,326.76314309055675,0.5086534499354445,1.0002068960028885,0.4893938256997474,0.95797570489562,1.957474031320037,3.930830805984968,8.399781983923466,0.06323597001442224,0.7373370456024384,0.043235109328824184,0.0001901833684644278,0.711608083170338,0.324190326389285,0.7828390420658068,0.6913199065303888,0.09233678922664587,0.7804064980689605,0.9750926557773648,0.8093534845993261,0.9679321719769208,0.5740242217218201
AKAZE+AKAZE 2,0,0.500261363565906,0.2056048636896301,255767,135143,87573,0.34239366298232377,0.6480024862553,18.462267064022644,9.460513182168658,0.5124242407155039,9.600000381469727,129.1616973876953,112,18.992922380761087,1.0287426952983758,327462,761.5043478260869,343.75958165714655,0.5748469110568094,1.0280526057625445,0.40667243407415044,0.8350366234146896,2.053339625332052,3.2386664425043103,7.345623788168159,0.12214952097107556,0.9508514435631041,0.031735915892198756,0.00025121898301988055,0.8795517399992513,0.43153309581911353,0.8954341370376612,0.7869678017607519,0.0985928574607751,0.80629402749698,0.9739837689887073,0.7850627073476457,0.9700862439824807,0.7402186458832594
BRISK+BRISK 2,0,0.4990422029978683,0.19704779077649145,264832,140122,76501,0.28886614910584824,0.545959949187137,42.402249209687234,22.406244709246668,0.5284211363044329,16.799999237060547,144.0,247675,44.56842914866574,1.051086439501507,338095,665.2260869565217,338.929415785482,0.6179961855401169,1.0152744110769463,0.34555662534608506,0.7599792404071397,2.1992900285040067,3.7249388291445142,7.81982128412173,0.27288532176049984,1.6088426305210632,0.03708388714354761,0.0008235186468150743,0.816009213170585,0.3970759120001788,0.8210137848932796,0.7246452770333675,0.10234232096588566,0.7185807961984716,0.9320085662571103,0.6302324065979897,0.9294080100086776,0.6997154843817044
ORB+ORB 2,0,0.5422062876254181,0.21426399685367484,271819,155705,85930,0.3161294832222913,0.5518769467904049,107.82229917805374,37.47850529865253,0.3475951225707209,62.0,222.1572723388672,36,111.84986355800534,1.0373537237719317,344299,747.2173913043479,373.5604201780878,0.6440804285118624,0.9932211245649336,0.2060247836965094,0.4653207022795789,2.2585666342212143,3.661631453283251,7.627112252563949,0.5323053648318399,2.5830346878464083,0.03507848973029847,0.00303735598743163,0.7989257280446664,0.3580285600510708,0.8169178152170321,0.6804847030771782,0.07728625627954275,0.6963510845029809,0.7739292801801257,0.3805187485291503,0.8361614798862583,0.7851532058461178
