combination,speed,repeatability mean,repeatability std,total num matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,size mean,size std,size normalized std,size min,size max,size correct: avg,size correct/all ratio,total num keypoints,correct matches per sequence: avg,distance correct/all ratio,response correct/all ratio,distinctiveness correct/all ratio,match rank: avg,match rank correct: avg,ratio rank >25 / all,ratio rank >25 correct / rank >25,Matching distance mAP illumination,Matching distance mAP viewpoint,Matching average_response mAP illumination,Matching average_response mAP viewpoint,Matching distinctiveness mAP illumination,Matching distinctiveness mAP viewpoint,Verification distance AP illumination,Verification distance AP viewpoint,Verification average_response AP illumination,Verification average_response AP viewpoint,Verification distinctiveness AP illumination,Verification distinctiveness AP viewpoint,Retrieval distinctiveness mAP illumination,Retrieval distinctiveness mAP viewpoint,distance-distinctiveness correlation,distance-average response correlation
FAST2+SIFT_FAST2,0,0.3710850286760008,0.19137237072893185,209071,106580,70671,0.338023924886761,0.6630793769938075,10.5,0.0,0.0,10.5,10.5,10.5,1.0,294507,614.5304347826087,0.7717983613801446,1.0300096748594887,1.9354238574536817,5.77716660847272,0.6873965275714226,0.07539543982666176,0.003848820591190163,0.819042538643968,0.7103979677200633,0.4959610370097291,0.3606137670701895,0.8011879335751689,0.6772159023591098,0.6529588872030365,0.6121076568813736,0.10614397112463327,0.07706478573839454,0.3939353993152991,0.3712160094468113,0.9173148496072088,0.870753433031158,0.4863697109171839,0.0885589058686792
GFTT2+SIFT,0,0.42679228907608613,0.1758104202828396,238882,122047,79510,0.332842156378463,0.6514703351987349,9.0,0.0,0.0,9.0,9.0,9.0,1.0,341069,691.3913043478261,0.7842058543651236,1.0344046442785908,2.0396518456438195,6.557961671452851,0.7280970947050686,0.08898535678703293,0.003911457678279461,0.8017755987150068,0.6832039290214056,0.48477581873838893,0.3383438161436409,0.8178416257522135,0.6787375947662223,0.5930178186233698,0.5664219636090142,0.09895995534534276,0.06906493066172334,0.4694508711599077,0.47707513490317,0.9143377145319952,0.8537091239623474,0.5047082032422249,0.11573384944366466
ORB+ORB,0,0.3887842904921166,0.18410509472510336,258274,111666,57132,0.22120693527029434,0.5116329052710763,81.69144043646632,27.52195717827446,0.3369013574889653,46.5,166.61795043945312,87.67600899340934,1.0732582082647617,329525,496.8,0.6526477392052077,0.9456068061967202,2.519963410532826,3.6790927464630587,0.43247216971224534,0.03466473590063266,0.0014177693761814746,0.6956519285595597,0.7581957285919937,0.24616282604490872,0.2727215654375103,0.7136072994092851,0.7778207789690362,0.5512861904644366,0.6019741153205981,0.057283691070663355,0.061745757781976024,0.4879043817868061,0.5893933669450179,0.7970130486184226,0.8932608838740739,0.7214636741362936,0.03609091674407868
ORB+SIFT,0,0.3887842904921166,0.18410509472510336,231427,111666,50029,0.21617615922083422,0.44802357028997186,79.58079312190716,32.78491399165148,0.4119701840798365,46.5,166.61795043945312,76.14579378128167,0.9568363268840067,329525,435.03478260869565,0.7089106869760036,1.0396510568707742,2.0979299593355836,7.546370993877119,1.3263307281776568,0.10634454925311221,0.009954226548601812,0.5776780999218877,0.5646825682384409,0.27416876122578065,0.2470877294137155,0.4762576584929037,0.4897661842052906,0.48973239036910954,0.4246241542883506,0.06235478465601513,0.05702127127662685,0.23291591528446798,0.2513640325579854,0.7497797687175022,0.7688186207736025,0.4796063419542361,0.14427866854818144
SIFT+SIFT,0,0.31676755665370704,0.15174785390436446,234866,90231,42256,0.1799153559902242,0.46830911770899136,12.15020626595928,13.098846402378083,1.078076052015394,2.707941770553589,585.2268371582031,13.07258358229035,1.075914539732157,316162,367.44347826086954,0.5956273426938985,1.0555625723993851,2.274021128388823,4.734282527057982,0.19748674744414996,0.054622635885994565,0.0007572889057175312,0.686560264375427,0.810282363934861,0.27749717810648455,0.34001758365667356,0.763235251220318,0.8510087419976647,0.49565052569827495,0.6728370442311168,0.046337648356577346,0.07136596305712854,0.6224371752971367,0.7694924864002495,0.8305063192679317,0.920487827651855,0.7537631280147208,0.17702276624139443
