combination,speed,repeatability mean,repeatability std,total num matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,size mean,size std,size normalized std,size min,size max,size correct: avg,size correct/all ratio,total num keypoints,correct matches per sequence: avg,distance correct/all ratio,response correct/all ratio,distinctiveness correct/all ratio,match rank: avg,match rank correct: avg,ratio rank >25 / all,ratio rank >25 correct / rank >25,Matching distance mAP,Matching average_response mAP,Matching distinctiveness mAP,distance-distinctiveness correlation,distance-average response correlation
AKAZE+AKAZE 0.125,0,0.5472319019897662,0.20123384985622564,125361,147902,27797,0.2217356275077576,0.18794201565901747,1.2754791327425106,0.5879161946908772,0.460937525043433,0.6000000238418579,8.072606086730957,1.3485402204893722,1.057281288161702,327462,241.71304347826086,0.6855776131639085,1.0607323403291669,2.6186668777948316,2.9072917414506905,0.2293053207180631,0.032378490918228156,0.0007914523149980214,0.2433165030013161,0.32048375535969476,0.7568344693490822,0.5046365955450578,0.04902585461975184
AKAZE+BRISK 0.125,0,0.5472319019897662,0.20123384985622564,249340,147902,64145,0.2572591641934708,0.43369934145582884,1.1425399524571567,0.6001892532235134,0.5253113923348947,0.6000000238418579,8.072606086730957,1.0402292636858999,0.9104532943892014,327462,557.7826086956521,0.6339245380808157,0.9802768554882195,2.301603446838325,4.170855057351408,0.3983630836386312,0.043182000481270556,0.0020734273910671137,0.6845947172348225,0.3179642469447363,0.7216674691726312,0.6159738489824098,0.007409467726501304
AKAZE+SIFT 0.125,0,0.5472319019897662,0.20123384985622564,245351,147902,41542,0.1693166117113849,0.2808751741017701,1.148270838926082,0.5640835917496,0.4912461177514166,0.6000000238418579,8.072606086730957,1.18962236893957,1.0360120004895028,327462,361.23478260869564,0.681591678826403,0.9692447301082114,1.7352642205745044,3.5439839250706133,0.5060661499205623,0.03712640258242273,0.0022627702084637236,0.3992562745499285,0.22085150522592464,0.4856540941800321,0.4727031090276538,-0.01286698355936804
AKAZE+FREAK 0.125,0,0.5472319019897662,0.20123384985622564,243566,147902,68187,0.2799528669847187,0.46102824843477436,1.139759968214568,0.610734100488057,0.5358444914017912,0.6000000238418579,8.072606086730957,1.084702295625334,0.9516936248642933,327462,592.9304347826087,0.6518390687963326,0.9820823281910175,2.203643500278681,4.191541512362153,0.4705295730857788,0.045613919841028715,0.002581137166908648,0.6634048972598868,0.3409297341112759,0.6874534683942981,0.4598036525177718,0.057171970751420456
BRISK+BRISK 0.125,0,0.5050085818226606,0.1924940164779581,257237,142085,62906,0.244544913834324,0.4427349825808495,2.646312566267126,1.468023393304598,0.5547430080700496,1.0499999523162842,9.0,2.591150681867253,0.9791551893366535,338095,547.008695652174,0.621111721923108,0.9994118881066676,2.3278057087160775,4.317065585432888,0.41011986138047246,0.04732600675641529,0.002002988586144406,0.6790955098928264,0.33436517899687285,0.692130478909038,0.6237271217778565,0.06339094750552146
GFTT+BRISK 0.125,0,0.5174713043478261,0.20061765181568098,271677,148773,64699,0.23814676987746478,0.43488401793336157,0.375,0.0,0.0,0.375,0.375,0.375,1.0,343603,562.6,0.6189339396878994,1.0202553204148002,2.3221933048847787,3.798713177780968,0.2704060340963539,0.038965389046551606,0.0013910570487951901,0.7029852764078814,0.32184702333914555,0.7402166725762952,0.7476887267180593,0.010286304396779073
GFTT+SIFT 0.125,0,0.5163373913043477,0.20076435915330734,257360,148447,33110,0.12865247124650295,0.22304256738095077,0.375,0.0,0.0,0.375,0.375,0.375,1.0,343877,287.9130434782609,0.5324798704070457,1.03052393037036,1.751525126240504,3.8832141746969224,0.5295379039565086,0.04516241840223811,0.0038054968287526427,0.31513681554049416,0.17721692222755797,0.31388875739052774,0.4484221561891931,0.07339297459131973
GFTT+FREAK 0.125,0,0.518608695652174,0.19993010498898703,264695,149100,68688,0.2594986682785848,0.4606841046277666,0.375,0.0,0.0,0.375,0.375,0.375,1.0,343355,597.2869565217392,0.6284673023921572,1.023017724637978,2.2031749138532604,4.00402727667693,0.3394479385045423,0.04354067889457678,0.0016014442115071046,0.6684623710349044,0.34085390042354186,0.719363374935284,0.6591523141522462,0.021834614983652183
ORB+BRISK 0.125,0,0.48011096034400375,0.20941075901716377,261111,137897,71461,0.27368054199172,0.5182201208148111,6.751699939035564,2.4221283830492464,0.358743487554222,3.875,13.8848295211792,6.935140691945425,1.0271695653785324,344299,621.4,0.6377073839822244,0.9547816479882516,2.191268859085151,4.596876424202733,0.6352975749009949,0.05049576616841114,0.002658792908019759,0.7243604066642612,0.3086500680975576,0.6828813570859679,0.6129270744584073,-0.02962170316562851
ORB+SIFT 0.125,0,0.48011096034400375,0.20941075901716377,263892,137897,59341,0.22486850681339335,0.4303284335409762,6.706349161875451,2.825625411668926,0.42133586299564685,3.875,13.8848295211792,5.724034684872061,0.8535247042328642,344299,516.008695652174,0.6562973468063458,1.0788205245108933,1.894145276868758,4.266946326527519,0.4966212231003859,0.05081245357949464,0.0029153536340809894,0.3218106405543665,0.3040021983061664,0.5567908347104936,0.4769787123146216,-0.07709569995128933
