combination,speed,repeatability mean,repeatability std,total num keypoints,total num matches,num dropped keypoints,num dropped matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,correct matches per sequence: avg,size mean,size std,size normalized std,size min,size max,size correct: avg,size correct/all ratio,distance correct/all ratio,response correct/all ratio,distinctiveness correct/all ratio,match rank: avg,match rank correct: avg,ratio rank >50 / all,ratio rank >50 correct / rank >50,Matching distance mAP illumination,Matching distance mAP viewpoint,Matching average_response mAP illumination,Matching average_response mAP viewpoint,Matching distinctiveness mAP illumination,Matching distinctiveness mAP viewpoint,distance-distinctiveness correlation,distance-average response correlation
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT 16_4,0,0.4756660869565217,0.21216157865787372,172500,138297,0,5453,68377,45926,0.3320824023659226,0.6716585986515934,399.3565217391304,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5842158672599167,1.0552884718834534,1.0250227372369727,7.407991496561747,0.24517702390802595,0.04400673911943137,0.00032661237643165093,0.8663508727890681,0.7106017954650939,0.5276010345200232,0.368502842105747,0.8832663405571312,0.725890206113179,0.8692965956747138,0.07344996098759347
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT 24_6,0,0.4756660869565217,0.21216157865787372,172500,136594,0,7156,68377,49639,0.36340542044306484,0.7259604837884084,431.6434782608696,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5828105706507337,1.058084685813267,1.0221058057260646,8.657993762537155,0.29936138923024236,0.05481939177416285,0.0006043635045025081,0.88912972676271,0.7575229939988115,0.5525986192094682,0.4079790660889492,0.9039153044106413,0.777884100974181,0.8069062230724058,0.07397221197652386
SHI_TOMASI_SIFT_DOWN_16_8+SHI_TOMASI_SIFT_DOWN_1,0,0.4876800000000001,0.20501254731484544,172449,139020,51,4730,70104,48128,0.34619479211624227,0.6865228802921374,418.504347826087,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5715540741767284,1.0254684292719554,1.0259586094603228,6.619076391886059,0.1975357380319149,0.03788663501654438,0.00018700132978723404,0.886238298523139,0.7295183956494317,0.5397447909595698,0.38438695526998784,0.8961457426494829,0.7411956545576441,0.8958259876361362,0.059792949996522037
SHI_TOMASI_SIFT_DOWN_16_8+SHI_TOMASI_SIFT_DOWN_2,0,0.4985252173913044,0.2018655143550337,172429,139361,71,4389,71663,49571,0.35570209743041453,0.6917237626111103,431.0521739130435,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5724139406965333,1.0282197020995674,1.0257842672962292,6.1844274940621835,0.20425248633273488,0.034320936273419395,0.00022190393576889715,0.8911511910796054,0.734952876774987,0.5503035198106858,0.40187914132335534,0.9024958571465639,0.748672750980497,0.9097683173225204,0.060510698635582415
SHI_TOMASI_SIFT_DOWN_16_4_8+SHI_TOMASI_SIFT_DOWN_3,0,0.503631304347826,0.19654873424441402,172404,139505,96,4245,72397,50561,0.3624314540697466,0.6983852922082406,439.6608695652174,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5730831623004162,1.0257609145153908,1.0254940574492177,5.89146625568976,0.19016633373548783,0.03151141536145658,0.00019778089832084018,0.8926821182133595,0.741645849383187,0.5509003848609112,0.40976590560686316,0.9009375486193528,0.7578912284027418,0.9160136590169896,0.0470265770807456
SHI_TOMASI_SIFT_DOWN_16_8+SHI_TOMASI_SIFT_DOWN_4,0,0.5100591304347826,0.19305100920680418,172239,139458,261,4292,73321,51713,0.37081415193104733,0.7052958906725222,449.67826086956524,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5788234112852559,1.022617401048979,1.0249899557784021,5.659259418606319,0.1853692495117282,0.030238494743937243,0.00019337497341094116,0.9015074724542809,0.7555219413265193,0.5566795693438336,0.4240289707831267,0.9091870545241049,0.7724945983650111,0.915542949905023,0.045565371566463085
SHI_TOMASI_SIFT_DOWN_16_8+SHI_TOMASI_SIFT_DOWN_5,0,0.5133773913043478,0.191225526339005,172019,139408,481,4342,73798,52370,0.3756599334328016,0.7096398276376054,455.39130434782606,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5838310828646787,1.0199962180164095,1.0247112717690405,5.511943360495811,0.19532174909299216,0.028900780443016184,0.0002482337215963338,0.9019132814039449,0.7600154275297305,0.5661866238412844,0.42826703631149327,0.9092291244306623,0.7792544593607548,0.9194845360936815,0.06192288802821878
SHI_TOMASI_SIFT_DOWN_16_8+SHI_TOMASI_SIFT_DOWN_6,0,0.5158608695652174,0.18964668692100428,172051,139329,449,4421,74155,52868,0.3794472076882774,0.7129391140179354,459.7217391304348,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5870361012885894,1.022329924795563,1.0244813910363937,5.424312239375865,0.18650223197397292,0.02874491311930754,0.00015132026935007944,0.8995846372707247,0.7571152861475818,0.5733175057802681,0.4281294511200964,0.906959506180079,0.7770804240146187,0.9189285845294958,0.07018614316668338
SHI_TOMASI_SIFT_DOWN_24_8+SHI_TOMASI_SIFT_DOWN_1,0,0.4876800000000001,0.20501254731484544,172449,137748,51,6002,70104,52035,0.37775503092603885,0.7422543649435125,452.4782608695652,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5757941027278423,1.0335289550588092,1.0233167395587872,7.684162383482882,0.25081195349284136,0.04736184917385371,0.0004804458537522821,0.9089970268055215,0.7825596414030997,0.562388447504447,0.4245997560698604,0.9164119354400765,0.7918732238679285,0.850860628508679,0.05816876665344138
SHI_TOMASI_SIFT_DOWN_24_8+SHI_TOMASI_SIFT_DOWN_2,0,0.4985252173913044,0.2018655143550337,172429,138210,71,5540,71663,53568,0.387584111135229,0.7474987092362865,465.8086956521739,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.579997945893374,1.0362776690424838,1.0232969736874917,6.978467549381376,0.21363500597371565,0.04107517545763693,0.00018667861409796895,0.9149765589287858,0.7882798646248523,0.5762800901245573,0.43943094469208366,0.9258206824808138,0.7963041887206895,0.8778025346064016,0.05407659455840635
