combination,speed,repeatability mean,repeatability std,total num matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,size mean,size std,size normalized std,size min,size max,size unique count,size correct: avg,size correct/all ratio,total num keypoints,correct matches per sequence: avg,correct matches per sequence: std,distance correct/all ratio,response correct/all ratio,distinctiveness all: avg,distinctiveness correct: avg,distinctiveness correct/all ratio,match rank: avg,match rank: std,match rank correct: avg,match rank correct: std,ratio rank >25 / all,ratio rank >25 correct / rank >25,Matching distance mAP,Matching average_response mAP,Matching distinctiveness mAP,Verification distance AP,Verification average_response AP,Verification distinctiveness AP,Retrieval distance mAP,Retrieval average_response mAP,Retrieval distinctiveness mAP,distance-distinctiveness correlation,distance-average response correlation
AKAZE+AKAZE 6,0,0.47168023996670616,0.21182141550898784,134537,66623,43798,0.3255461322907453,0.6574005973912913,9.627800905971295,4.896251900058542,0.5085535054034841,4.800000190734863,64.58084869384766,105,9.553758595249871,0.9923095303439956,169619,380.8521739130435,182.73374517507403,0.5494087948595849,1.0166172659686645,0.4173963407618107,0.8546320307383225,2.047531200629338,3.3604361625426464,7.500712275607179,0.13395588839673045,1.146502620532546,0.03304667117595903,0.0005708023197406274,0.8718123602106407,0.41733966619123913,0.8749728416545458,0.8000718689376148,0.09870426096473889,0.7966216517600277,0.9629900660776984,0.7585654126918855,0.9606404058984255,0.7258466050148836,-0.028930023303203222
AKAZE+BRISK 6,0,0.47168023996670616,0.21182141550898784,128111,66623,39714,0.30999679965030325,0.5961004457919937,9.583453012249166,4.90134767110042,0.511438587410584,4.800000190734863,64.58084869384766,103,9.676933754641297,1.0097543904344966,169619,345.3391304347826,190.87669076528104,0.6244097388426492,0.9871082758514452,0.3446254894177641,0.7254563427532544,2.105057127314913,3.7538462739343226,8.058599874369323,0.28161353678803447,1.736134244299909,0.03969994770160252,0.0010323815279246614,0.7849311138942616,0.3856581478834472,0.8061182570365092,0.6606784300632006,0.07639840885205813,0.6435583319668661,0.9041866297854655,0.6403843762964897,0.9248773067579494,0.6768242138822806,0.04134180484123344
AKAZE+ORB 6,0,0.4715210292812777,0.21186721785351892,131108,66601,37751,0.2879381883637917,0.5668233209711566,9.630174715748735,5.034676732011948,0.5228022212077289,4.800000190734863,64.58084869384766,104,9.464937139032996,0.9828416844353283,169596,328.2695652173913,191.0323133030062,0.6130395732998465,0.9830245216366928,0.21079315281944835,0.48203571336066453,2.2867712110817227,3.8031012600298992,7.968915596883102,0.2888135413631427,1.5796182853901162,0.03877719132318394,0.0009006383936849355,0.7244399675932818,0.35895891761573645,0.7643317577573954,0.5930217279058834,0.07548174547355832,0.6214347005863393,0.8505453281582946,0.6245578311318113,0.8975635902675436,0.656098776584274,0.057178875117260365
AKAZE+SIFT 6,0,0.47168023996670616,0.21182141550898784,129419,66623,47711,0.3686552979083442,0.7161340678144185,9.676416482997556,5.040609425944606,0.5209169566855113,4.800000190734863,64.58084869384766,105,9.547302216900453,0.9866568097472892,169619,414.8782608695652,185.05999721951923,0.5713768572722043,1.0226366399764324,0.4983417782733239,0.9157039116760124,1.8375017941477492,4.1226867770574644,8.75367358085822,0.14988157867158516,1.1378651046189245,0.04812276404546473,0.000440150070214416,0.8844057184843874,0.4640321154482807,0.8790969851415112,0.8105125618557693,0.1042285931628564,0.7813129847452664,0.9748012082883966,0.8178980871550391,0.9627872835129141,0.630271285204366,-0.0037305404256838845
AKAZE+BRIEF 6,0,0.47168023996670616,0.21182141550898784,129872,66623,49548,0.38151410619687076,0.7437071281689507,9.629157249212588,5.044369075504469,0.5238640251634655,4.800000190734863,64.58084869384766,103,9.236963224274353,0.9592701609509694,169619,430.8521739130435,220.75901649726407,0.5336832716806387,1.019429793386412,0.24203189765425814,0.4690724817326494,1.938060587380586,3.808434458543797,8.154644176203707,0.2803745862597885,1.4414870112414904,0.04144080325243316,0.0007063857269718253,0.7954195687163885,0.4727041228049551,0.8004885692061008,0.743208282676918,0.10878529783282807,0.6110282734769505,0.9025548083923405,0.7733858387853284,0.9163596420932885,0.5591103483677813,0.0023048417376430857
BRISK+BRISK 6,0,0.4233349861239593,0.19549741045641336,137173,60820,37196,0.2711612343536993,0.611575139756659,21.47124335667689,11.420878773655692,0.5319151100816039,8.399999618530273,72.0,130400,22.384138045253028,1.0425170854529138,172243,323.44347826086954,173.1056069372656,0.5884418803802115,1.0149828532809748,0.35824657910128327,0.7877946187645899,2.1990290060574873,3.7736507913364874,7.921024692271539,0.21088289063340143,1.2425261522401618,0.03850612000903968,0.00037638455747929884,0.822727084649049,0.3841267778924456,0.8148993245617993,0.7527435722476324,0.10821095113240856,0.72005577743482,0.9501104465655783,0.706984781397374,0.9440110991026011,0.671003440345919,0.03554899316299886
BRISK+ORB 6,0,0.42502183574879226,0.19578104570978583,137979,61037,33875,0.24550837446278057,0.5549912348247784,21.62375211521824,11.496648319831293,0.531667596750716,8.399999618530273,72.0,131023,22.493648682569667,1.0402287522866678,172162,294.5652173913044,169.5908185801692,0.6172769588862465,1.0054778973195122,0.21776745590647256,0.544727924987747,2.501420254556762,3.4422846954971407,7.341415650628997,0.24705535055350553,1.5068786317943648,0.03162800136252618,0.0009151291512915129,0.7521581313054376,0.34773713859536043,0.783977104161127,0.6520804386473429,0.0959813512565506,0.6967042791726497,0.8843934654688469,0.6419600014156641,0.9107707610284841,0.7906003981585282,0.05811566647312087
BRISK+SIFT 6,0,0.4233349861239593,0.19549741045641336,131550,60820,38504,0.29269479285442795,0.6330812232818152,21.145753281142767,11.845614037658112,0.560188794419621,8.399999618530273,72.0,124582,21.332357705630162,1.0088246761421267,172243,334.81739130434784,170.51633009180475,0.6110323174888229,1.0243887938693095,0.41633072831501017,0.8606260864394302,2.067169266901315,5.358175598631699,9.959089819240411,0.25776542696862664,1.5935301070878838,0.06755606233371342,0.0008830251402451694,0.8002945502276506,0.3979928975583284,0.7974493283469917,0.7485480039170636,0.11911230477892105,0.6987331119953428,0.9601730269723766,0.7590655021997608,0.9550842931495485,0.5951650550198206,0.037894105801151816
BRISK+BRIEF 6,0,0.42466384659198786,0.19582158677303707,133257,60996,43810,0.32876321694169913,0.7182438192668372,21.637527965562345,11.819562393386514,0.5462528996934485,8.399999618530273,72.0,126356,22.022508447656236,1.0177922580946683,172192,380.95652173913044,206.74619564574496,0.5299083730765276,1.0065544615049298,0.205693030251596,0.44174887445073474,2.147612264306691,4.606384655215111,8.852637009175252,0.37906870577493723,1.6788342685710118,0.05078907674643734,0.0008445560374343757,0.772209807746775,0.4290873969881388,0.7860703246552692,0.7254566059703331,0.12885746956765926,0.6362627754862229,0.8897409229940346,0.7817706134670966,0.9038518420326124,0.5855194073489013,0.03851228322927889
FAST+BRISK 6,0,0.43782956521739125,0.19432610555406848,136306,62938,30756,0.2256393702404883,0.4886713908926245,7.0,0.0,0.0,7.0,7.0,1,7.0,1.0,172500,267.44347826086954,183.23699034687283,0.604811594513516,1.0084370557938525,0.34349696877994346,0.7926769807657201,2.3076680518643458,3.9634425483837834,8.248813506211487,0.21592534789959683,1.497093031843458,0.042411926107434744,0.0007478215632722071,0.6915554723916107,0.3216991827479878,0.7272855399662972,0.6216680391725142,0.07921972189450441,0.667837701218714,0.8687995103838543,0.6065384767296211,0.8770571864488198,0.7037751847854036,0.035938553688944136
