combination,speed,repeatability mean,repeatability std,total num matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,size mean,size std,size normalized std,size min,size max,size correct: avg,size correct/all ratio,total num keypoints,correct matches per sequence: avg,distance correct/all ratio,response correct/all ratio,distinctiveness correct/all ratio,match rank: avg,match rank correct: avg,ratio rank >50 / all,ratio rank >50 correct / rank >50,Matching distance mAP illumination,Matching distance mAP viewpoint,Matching average_response mAP illumination,Matching average_response mAP viewpoint,Matching distinctiveness mAP illumination,Matching distinctiveness mAP viewpoint,Verification distance AP illumination,Verification distance AP viewpoint,Verification average_response AP illumination,Verification average_response AP viewpoint,Verification distinctiveness AP illumination,Verification distinctiveness AP viewpoint,Retrieval distance mAP illumination,Retrieval distance mAP viewpoint,Retrieval average_response mAP illumination,Retrieval average_response mAP viewpoint,Retrieval distinctiveness mAP illumination,Retrieval distinctiveness mAP viewpoint,distance-distinctiveness correlation,distance-average response correlation
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT,0,0.4134260869565218,0.1875854013449116,271785,118860,56914,0.2094081719005832,0.4788322396096248,3.0,0.0,0.0,3.0,3.0,3.0,1.0,344946,494.90434782608696,0.5866180281719476,1.0493403932487861,1.0261019151853032,7.850050591460161,0.4720104016586429,0.04445425612156668,0.0010190814210914714,0.7990430771035676,0.5894144286225629,0.3661999170421777,0.21658212912556132,0.8270664632746791,0.6070906675688253,0.7800864546903453,0.4559453594227934,0.09734202061519624,0.050692719145340286,0.7707150728211148,0.4489617099275697,0.9015135978767372,0.77612164784918,0.5359448160737631,0.4151547592673674,0.9203108437294559,0.7967014474289568,0.8826049163012376,0.09457284608677845
