combination,speed,repeatability mean,repeatability std,total num keypoints,total num matches,num dropped keypoints,num dropped matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,correct matches per sequence: avg,size mean,size std,size normalized std,size min,size max,size correct: avg,size correct/all ratio,distance correct/all ratio,response correct/all ratio,distinctiveness correct/all ratio,match rank: avg,match rank correct: avg,ratio rank >50 / all,ratio rank >50 correct / rank >50,Matching distance mAP illumination,Matching distance mAP viewpoint,Matching average_response mAP illumination,Matching average_response mAP viewpoint,Matching distinctiveness mAP illumination,Matching distinctiveness mAP viewpoint,distance-distinctiveness correlation,distance-average response correlation
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT 100,0,0.4089391304347826,0.22426712670604,69000,57500,0,0,23514,16960,0.29495652173913045,0.7212724334439058,147.47826086956522,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.525691368223764,1.0647294637684852,1.0307397951523225,7.605078260869565,0.17022405660377357,0.044608695652173916,0.0002358490566037736,0.8712399606677942,0.7193889688593283,0.4826729065540586,0.3399478931014603,0.8815739310626461,0.7315515421419468,0.8763451640144927,0.06046978529340906
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT 200,0,0.45959999999999995,0.21377398873780123,138000,111444,0,3556,52854,36169,0.32454865223789525,0.6843190676202369,314.5130434782609,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5718919516235063,1.0508295852463247,1.0261553562420418,7.410017587308424,0.2505736957062678,0.043995190409533036,0.0004700157593519312,0.8663681212133566,0.7082070766592012,0.5146529001167095,0.3644178393470383,0.8809945687743586,0.7220036748910941,0.8668685955338828,0.06271793750094189
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT 300,0,0.48604057971014497,0.20912829036633948,206953,165064,47,7436,83842,55595,0.3368087529685455,0.663092483480833,483.4347826086956,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.5931851561133724,1.0550206113861427,1.0242062021876126,7.432426210439587,0.25572443565068803,0.04447365870207919,0.0003777318104146056,0.8658539151005257,0.7091893745386861,0.5320582981614208,0.3713989677011114,0.8863734261220413,0.7239454638325584,0.8667292326031937,0.072470568859289
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT 400,0,0.5028434782608695,0.2038343356024946,275605,217991,395,12009,115654,75276,0.3453170085003509,0.6508724298338147,654.5739130434782,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.6108739965729669,1.0572957711267985,1.0228237687554484,7.273336972627311,0.2635899888410649,0.0438045607387461,0.00033211116424889737,0.864160176458639,0.711794186110593,0.5419763650604552,0.3753508433883587,0.8884444984912256,0.7264802925648789,0.8691396782397414,0.07903376548135599
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT 500,0,0.5161113043478261,0.2007955346659306,343881,270420,1119,17080,148382,95226,0.3521411138229421,0.6417624779285898,828.0521739130435,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.621965802983457,1.0585670984073177,1.0218873057557742,7.218744915316915,0.27282464873038875,0.043058945344279266,0.0003780480120975364,0.8650149040563467,0.7133848794444636,0.5483033303696558,0.37927973625346406,0.8903237346553772,0.7312060076846197,0.869505849689665,0.06329503312933456
