combination,speed,repeatability mean,repeatability std,total num matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,size mean,size std,size normalized std,size min,size max,size correct: avg,size correct/all ratio,total num keypoints,correct matches per sequence: avg,distance correct/all ratio,response correct/all ratio,distinctiveness correct/all ratio,match rank: avg,match rank correct: avg,ratio rank >50 / all,ratio rank >50 correct / rank >50,Matching distance mAP illumination,Matching distance mAP viewpoint,Matching average_response mAP illumination,Matching average_response mAP viewpoint,Matching distinctiveness mAP illumination,Matching distinctiveness mAP viewpoint,distance-distinctiveness correlation,distance-average response correlation
SHI_TOMASI_SIFT+SHI_TOMASI_SIFT,0,0.3293217391304348,0.19737010982427886,84555,28404,15802,0.18688427650641595,0.556330094352908,3.0,0.0,0.0,3.0,3.0,3.0,1.0,103500,137.40869565217392,0.5307592036836746,1.0673388261911465,1.0320175187629057,7.83530246585063,0.4713960258195165,0.04276506415942286,0.0010758131882040247,0.8012663345361041,0.6190042121967263,0.3394542410207432,0.2027496897655337,0.811415985830673,0.6138765851055072,0.885181021224217,0.09364658673921415
