combination,speed,repeatability mean,repeatability std,total num matches,number possible correct matches,total correct matches,ratio correct/total matches,ratio correct/possible correct matches,size mean,size std,size normalized std,size min,size max,size unique count,size correct: avg,size correct/all ratio,total num keypoints,correct matches per sequence: avg,correct matches per sequence: std,distance correct/all ratio,response correct/all ratio,distinctiveness all: avg,distinctiveness correct: avg,distinctiveness correct/all ratio,match rank: avg,match rank: std,match rank correct: avg,match rank correct: std,ratio rank >25 / all,ratio rank >25 correct / rank >25,Matching distance mAP,Matching average_response mAP,Matching distinctiveness mAP,Verification distance AP,Verification average_response AP,Verification distinctiveness AP,Retrieval distance mAP,Retrieval average_response mAP,Retrieval distinctiveness mAP,distance-distinctiveness correlation
BRISK+SIFT 8,0,0.5717199629972247,0.21349776913199303,130195,82128,49269,0.3784246706862783,0.5999050263004091,169.2871299087042,99.90780719232166,0.5901677655365857,67.19999694824219,576.0,122990,183.65811227010536,1.0848911690401473,172243,428.4260869565217,216.62522478954955,0.6752048783146103,1.0084411680174314,0.37906175990980556,0.6307074085801309,1.6638645078052774,4.761434770920542,9.379133294557562,0.9955347175708864,3.6232738469828742,0.05726026345097738,0.006048428017617569,0.7624297775275353,0.45017163552355516,0.663114992791788,0.7209463985629999,0.12801059234893453,0.3641383537014508,0.8511594419694187,0.5618948810460053,0.8353923728984395,0.5518420903993699
FAST+SIFT 8,0,0.49504000000000004,0.24948140326267418,119399,71162,59106,0.4950292716019397,0.8305837385121273,56.0,0.0,0.0,56.0,56.0,1,56.0,1.0,172500,513.9652173913043,281.4416591157434,0.6262616572545728,1.0212857316906043,0.23304376887738634,0.37745001521596944,1.6196528962529824,6.691823214599787,11.595242041256839,1.0649511047947755,3.1378066253959505,0.0985016624929857,0.0035867763002064086,0.8441139660899228,0.5468019033448579,0.7541183975905829,0.8694063409812213,0.1788279068944741,0.33890113642083614,0.9514740003026707,0.8917836129971768,0.9386415871111502,0.40700606351800167
GFTT+SIFT 8,0,0.43352347826086957,0.241213142020815,120312,62319,52641,0.4375374027528426,0.8447022577384105,24.0,0.0,0.0,24.0,24.0,1,24.0,1.0,172500,457.74782608695654,251.07143772858788,0.5825448662834947,1.0605475936871784,0.3268314917736811,0.5917919203071287,1.8106943033412553,6.530354411862491,11.548074673851463,0.5079690735358371,2.1700774823045847,0.09659053128532483,0.0016337075663456241,0.860370953126816,0.5097959909942066,0.7948365173112638,0.8619122055009006,0.15967425795285625,0.47527197430828527,0.9627960530146839,0.9063696001080267,0.9597440694518536,0.36932307761460453
ORB+SIFT 8,0,0.6013426086956521,0.2363337489233208,125872,86443,59547,0.473075823058345,0.6888585541917795,360.9149237639176,140.46293828942203,0.389185730599774,248.0,888.6290893554688,36,379.37671227920947,1.0511527434852435,172500,517.8,256.20298338554176,0.7136214392119927,1.0569227737666298,0.32987742327005476,0.47829626840135214,1.449921196970773,5.561498983093936,10.219558814334118,2.3089492333786756,6.0965844534441525,0.07186665819244947,0.020639158983659967,0.7385027464101842,0.4968338669237888,0.6495543701075622,0.6789670942953401,0.12138255525827912,0.22585949050697507,0.5727189103035591,0.31851331211144523,0.5707634159997853,0.608520022748878
SIFT+SIFT 8,0,0.3933147826086957,0.1805744554342821,131382,56539,41150,0.31320881094822733,0.7278161976688657,46.71854401797261,68.33184867767727,1.4626279588548399,14.40864372253418,2770.1591796875,122990,53.72876904580312,1.1500523009692614,172322,357.82608695652175,173.14880561149732,0.5649755917656069,1.0098900697929458,0.4241175627198922,0.8828937021922209,2.081719267955255,5.255111050219969,9.93879537729309,0.18335358444714459,1.417351227020831,0.06659968641061942,0.0007047387606318348,0.868330230111963,0.40804502575259516,0.8476384936963454,0.7888643670286152,0.10906427637646768,0.7434832445618065,0.970536967921755,0.7595606281969649,0.9578489020731413,0.576993468000452
BRISK+SIFT 16,0,0.634614764107308,0.21560782754597652,129784,91163,55946,0.4310700856808235,0.6136919583602997,339.17139076947035,199.55388496582395,0.5883570678325806,134.39999389648438,1152.0,122666,366.0531884356622,1.079257267557873,172243,486.4869565217391,246.22839751521585,0.6857857616607778,1.0068307971587096,0.370977001921618,0.5480736300041792,1.4773789942913473,4.632890032669667,9.249942751107948,1.5842598219711865,4.771085746444828,0.05509153670714418,0.011403853716083366,0.7314863416725093,0.4858497119498572,0.6276929712886804,0.6560203593416143,0.134524850454327,0.24923420832426627,0.5838067335626764,0.3701641125192087,0.6795885039804799,0.5954302914779296
FAST+SIFT 16,0,0.547033043478261,0.26479445144644587,118036,78636,63631,0.5390812972313531,0.809184088712549,112.0,0.0,0.0,112.0,112.0,1,112.0,1.0,172500,553.3130434782609,322.3989795327843,0.6475992845855091,1.0084390611761505,0.1635983930261126,0.2324137104493446,1.420635656318752,6.487402148497068,11.043359788118424,2.3436689663843095,5.577642693731735,0.08699040970551357,0.015228426395939087,0.7974736422550527,0.56609332492632,0.6809990116225143,0.8877003559890425,0.16635318820619338,0.20108469168896892,0.9307485653688886,0.8770750902740323,0.9002468509847177,0.4343660372641627
GFTT+SIFT 16,0,0.4784486956521739,0.2531859747352655,117217,68777,57516,0.49067967956866326,0.8362679384096428,48.0,0.0,0.0,48.0,48.0,1,48.0,1.0,172500,500.1391304347826,280.4514338164072,0.6174504952030709,1.0465870847760874,0.23164816732270588,0.3797257319988349,1.639234777410711,6.976232116501873,11.849900505142024,1.127877460184992,3.3625341248851437,0.1037904058285061,0.004137978997148619,0.8544681891302212,0.535345356278981,0.7562575644000737,0.8712183110054135,0.1644590303616993,0.3371687309173954,0.9497042563104979,0.8936263258326178,0.9412798157238323,0.3513207476057463
ORB+SIFT 16,0,0.6628660869565218,0.23128253637599658,125855,95287,71179,0.5655635453498074,0.7469959175963143,721.6503286056092,274.8958070742813,0.380926601399104,496.0,1777.2581787109375,36,747.3701123191105,1.0356402300310703,172500,618.9478260869565,264.9889856112403,0.7865131203319482,1.0494728447312043,0.28302873980937154,0.3731462577301074,1.318404123840684,5.9444837312780585,10.549797015012517,3.507396844574945,7.931513328951935,0.07739859361964165,0.03779204540665084,0.753832347999046,0.578673372632952,0.690280164995293,0.5474199705944317,0.12975797945030407,0.20012173335504377,0.3485716923775835,0.1803746871999365,0.37496965662574966,0.6556544176457211
SIFT+SIFT 16,0,0.45522782608695656,0.1908586053226547,131107,65439,42900,0.3272136499195314,0.6555723651033787,92.08010352490106,135.64618233029285,1.4731323829757672,28.785725593566895,5540.318359375,123643,107.40935257044706,1.1664773220134417,172322,373.04347826086956,182.15943285815877,0.5912183396180197,1.0085675638097469,0.41183231374805684,0.800973067905853,1.9449009734477938,5.043544585720061,9.73887696373594,0.336993006993007,1.8060058578142142,0.06336808866040715,0.0011655011655011655,0.8335233957411881,0.4073659113658269,0.7729974860715189,0.7484909574514627,0.11122475700287796,0.5645671202272581,0.9256619100343534,0.6952223242477892,0.9256714942488118,0.515353718391286
